City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Husavik,IS,66.0449,-17.3389,35.82,83,99,14.9,overcast clouds
1,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,70,20,11.5,few clouds
2,Samarai,PG,-10.6167,150.6667,86.86,68,66,15.88,broken clouds
3,Cayenne,GF,4.9333,-52.3333,80.1,1,75,4.61,broken clouds
4,Bluff,NZ,-46.6,168.3333,58.87,74,0,6.62,clear sky
5,Beringovskiy,RU,63.05,179.3167,10.22,93,93,4.9,overcast clouds
6,Saint-Philippe,RE,-21.3585,55.7679,78.39,81,20,10.51,few clouds
7,College,US,64.8569,-147.8028,37.72,58,75,0.0,broken clouds
8,Ushuaia,AR,-54.8,-68.3,42.46,100,100,18.41,moderate rain
9,Nantucket,US,41.2835,-70.0995,44.71,84,75,17.27,broken clouds
10,Shimoda,JP,34.6667,138.95,68.36,74,57,2.46,broken clouds
11,Hilo,US,19.7297,-155.09,74.93,82,40,12.66,scattered clouds
12,Upernavik,GL,72.7868,-56.1549,14.41,88,100,6.46,overcast clouds
13,Ribeira Grande,PT,38.5167,-28.7,60.67,84,69,8.59,broken clouds
14,Narsaq,GL,60.9167,-46.05,23.22,72,53,4.99,broken clouds
15,Rockhampton,AU,-23.3833,150.5,82.29,61,48,9.22,scattered clouds
16,Port Alfred,ZA,-33.5906,26.891,65.17,92,49,8.52,scattered clouds
17,Nikolskoye,RU,59.7035,30.7861,25.88,77,100,15.35,overcast clouds
18,Bredasdorp,ZA,-34.5322,20.0403,61.2,86,7,10.11,clear sky
19,Puerto Ayora,EC,-0.7393,-90.3518,78.12,85,100,7.29,overcast clouds
20,Gusinoye Ozero,RU,51.1144,106.2614,31.21,52,82,1.3,broken clouds
21,Payo,ID,-3.7508,103.6372,88.99,56,16,3.33,few clouds
22,Hermanus,ZA,-34.4187,19.2345,62.8,86,8,12.39,clear sky
23,Lasa,IT,46.6166,10.7002,41.02,68,2,1.01,clear sky
24,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,95,100,9.22,overcast clouds
25,Karpogory,RU,64.0019,44.4451,14.41,89,100,17.52,light snow
26,Barrow,US,71.2906,-156.7887,1.42,71,0,21.85,clear sky
27,Berlevag,NO,70.8578,29.0864,22.8,68,100,22.5,light snow
28,Busselton,AU,-33.65,115.3333,71.44,54,59,18.25,broken clouds
29,Kambove,CD,-10.8764,26.5969,59.77,93,100,1.9,overcast clouds
30,Atuona,PF,-9.8,-139.0333,79.43,78,15,18.28,few clouds
31,Honiara,SB,-9.4333,159.95,81.37,81,100,5.03,overcast clouds
32,Avera,US,33.194,-82.5271,55.45,43,5,11.5,clear sky
33,Mar Del Plata,AR,-38.0023,-57.5575,60.82,88,100,9.22,overcast clouds
34,Constitucion,CL,-35.3333,-72.4167,52.12,89,37,7.23,scattered clouds
35,Hervey Bay,AU,-25.2986,152.8535,76.46,76,19,7.87,few clouds
36,Nardaran,AZ,40.5561,50.0056,46.04,87,75,16.11,broken clouds
37,Vaini,TO,-21.2,-175.2,80.76,78,40,11.5,scattered clouds
38,Nikolayevka,RU,53.1257,47.2041,33.67,99,100,11.77,snow
39,Carolina,PR,18.3808,-65.9574,75.09,87,20,0.0,few clouds
40,Saldanha,ZA,-33.0117,17.9442,60.85,71,36,3.36,scattered clouds
41,Rikitea,PF,-23.1203,-134.9692,79.39,71,2,13.44,clear sky
42,Butaritari,KI,3.0707,172.7902,81.5,71,32,13.56,scattered clouds
43,Mataura,NZ,-46.1927,168.8643,69.48,50,0,3.22,clear sky
44,Grindavik,IS,63.8424,-22.4338,34.27,100,100,9.22,light rain and snow
45,Lavrentiya,RU,65.5833,-171.0,15.69,91,100,2.21,overcast clouds
46,Hobart,AU,-42.8794,147.3294,81.23,46,20,14.97,few clouds
47,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.54,63,100,9.22,overcast clouds
48,Sept-Iles,CA,50.2001,-66.3821,30.72,96,100,4.61,mist
49,Benton Harbor,US,42.1167,-86.4542,29.32,69,100,14.0,overcast clouds
50,Kodiak,US,57.79,-152.4072,36.91,93,100,0.0,overcast clouds
51,Khatanga,RU,71.9667,102.5,0.25,91,37,14.72,scattered clouds
52,Saint George,US,37.1041,-113.5841,73.99,15,0,9.22,clear sky
53,Azle,US,32.8951,-97.5459,73.4,47,0,9.22,clear sky
54,Norman Wells,CA,65.282,-126.8329,5.04,51,75,3.44,broken clouds
55,Mahebourg,MU,-20.4081,57.7,79.25,94,20,3.44,few clouds
56,Dalbandin,PK,28.8947,64.4101,78.73,17,0,8.7,clear sky
57,Hasaki,JP,35.7333,140.8333,64.8,70,100,18.72,overcast clouds
58,Konya,TR,38.1667,32.5,24.28,67,0,4.41,clear sky
59,Tazovskiy,RU,67.4667,78.7,0.61,97,91,10.78,overcast clouds
60,Castro,BR,-24.7911,-50.0119,59.99,95,36,2.21,scattered clouds
61,Kapaa,US,22.0752,-159.319,78.78,68,0,17.27,clear sky
62,Yanam,IN,16.7333,82.2167,90.0,54,49,4.97,scattered clouds
63,Cockburn Town,TC,21.4612,-71.1419,77.54,71,37,3.36,scattered clouds
64,Hithadhoo,MV,-0.6,73.0833,82.31,70,12,9.78,few clouds
65,Airai,TL,-8.9266,125.4092,71.94,70,54,1.88,broken clouds
66,Ginda,IN,30.6945,78.4932,73.2,11,0,5.3,clear sky
67,Livingstone,ZM,-17.8419,25.8543,65.48,95,6,3.02,clear sky
68,Yellowknife,CA,62.456,-114.3525,2.41,79,100,9.22,light snow
69,Chortkiv,UA,49.0171,25.798,34.12,58,10,17.49,clear sky
70,Cabo San Lucas,MX,22.8909,-109.9124,70.9,53,1,8.16,clear sky
71,Dikson,RU,73.5069,80.5464,-6.81,97,83,12.3,broken clouds
72,Hambantota,LK,6.1241,81.1185,84.54,89,20,2.3,few clouds
73,Nome,US,64.5011,-165.4064,25.16,74,100,6.91,overcast clouds
74,Dingle,PH,10.9995,122.6711,89.04,54,100,13.2,overcast clouds
75,Severo-Kurilsk,RU,50.6789,156.125,32.83,98,100,31.05,snow
76,Shasta Lake,US,40.6804,-122.3708,64.76,51,100,1.34,overcast clouds
77,Richards Bay,ZA,-28.783,32.0377,67.19,91,16,5.08,few clouds
78,Nanortalik,GL,60.1432,-45.2371,25.63,72,100,10.89,overcast clouds
79,Ahipara,NZ,-35.1667,173.1667,67.84,68,83,9.26,light rain
80,Torbay,CA,47.6666,-52.7314,35.76,92,0,19.57,clear sky
81,Caravelas,BR,-17.7125,-39.2481,75.92,89,1,5.46,clear sky
82,Mucurapo,TT,10.6667,-61.5333,77.05,87,92,8.68,overcast clouds
83,Amahai,ID,-3.3333,128.9167,86.31,64,91,5.73,light rain
84,Lorengau,PG,-2.0226,147.2712,83.75,73,99,6.02,light rain
85,Punta Arenas,CL,-53.15,-70.9167,46.11,93,99,9.13,overcast clouds
86,Jizan,SA,17.3333,42.6667,76.14,65,32,2.15,scattered clouds
87,Looc,PH,12.2605,121.9926,86.29,63,100,9.44,light rain
88,Qaanaaq,GL,77.484,-69.3632,-8.41,94,99,7.02,overcast clouds
89,Talnakh,RU,69.4865,88.3972,9.91,74,80,4.43,broken clouds
90,Awjilah,LY,29.1081,21.2869,54.21,21,0,10.45,clear sky
91,Laguna,US,38.421,-121.4238,67.42,61,0,12.66,clear sky
92,Calvinia,ZA,-31.4707,19.776,62.62,43,7,5.86,clear sky
93,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,87,99,19.75,overcast clouds
94,Thompson,CA,55.7435,-97.8558,-5.64,54,0,5.75,clear sky
95,Jamestown,US,42.097,-79.2353,29.84,71,100,13.8,light snow
96,Marawi,PH,7.9986,124.2928,71.91,87,100,4.25,overcast clouds
97,Camana,PE,-16.6228,-72.7111,70.23,85,69,7.49,broken clouds
98,East London,ZA,-33.0153,27.9116,65.34,94,20,1.14,few clouds
99,Durres,AL,41.3231,19.4414,37.58,70,1,5.06,clear sky
100,Broken Hill,AU,-31.95,141.4333,80.31,32,0,10.36,clear sky
101,Albany,US,42.6001,-73.9662,38.35,91,76,7.05,broken clouds
